,victim_name,victim_race,victim_gender,lynch_date,year,lynch_location,source,latitude,longitude,search_url
81,simpson mason,white,male,1868-09-19,1868,"fulton county, arkansas",tolnay-beck,36.3783981,-91.8110982,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=simpson+mason&andtext=&dateFilterType=yearRange&page=1&sort=date
82,stephen cummins,white,male,1868-09-18,1868,"pulaski county, kentucky",tolnay-beck,37.1124781,-84.593893,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=stephen+cummins&andtext=&dateFilterType=yearRange&page=1&sort=date
83,rodney adams,white,male,1868-09-18,1868,"pulaski county, kentucky",tolnay-beck,37.1124781,-84.593893,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=rodney+adams&andtext=&dateFilterType=yearRange&page=1&sort=date
84,charles lamb,white,male,1868-09-06,1868,"carroll county, arkansas",tolnay-beck,36.3386737,-93.5093048,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=charles+lamb&andtext=&dateFilterType=yearRange&page=1&sort=date
85,glasgow williams,white,male,1868-09-05,1868,"franklin county, kentucky",tolnay-beck,38.2520423,-84.8633812,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=glasgow+williams&andtext=&dateFilterType=yearRange&page=1&sort=date
86,henry high,black,male,1868-09-03,1868,"millville, lincoln county, tennessee",tolnay-beck,35.1267483,-86.813057,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=henry+high&andtext=&dateFilterType=yearRange&page=1&sort=date
87,john h bowen,white,male,1868-08-29,1868,"columbus, colorado county, texas",tolnay-beck,29.7066181,-96.539699,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+h+bowen&andtext=&dateFilterType=yearRange&page=1&sort=date
88,ja montford,white,male,1868-08-29,1868,"cogar, jessamine county, kentucky",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=ja+montford&andtext=&dateFilterType=yearRange&page=1&sort=date
89,elijah burns,white,male,1868-08-29,1868,"fayetteville, lincoln county, tennessee",tolnay-beck,35.1520267,-86.5705509,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=elijah+burns&andtext=&dateFilterType=yearRange&page=1&sort=date
90,william gibson,white,male,1868-08-26,1868,"cornishville, mercer county, kentucky",tolnay-beck,37.8003499,-84.9935693,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+gibson&andtext=&dateFilterType=yearRange&page=1&sort=date
91,john bridges,white,male,1868-09-21,1868,"mormon grove, grayson county, texas",tolnay-beck,33.5607625,-96.6959539,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+bridges&andtext=&dateFilterType=yearRange&page=1&sort=date
92,jeremiah ezell,white,male,1868-07-18,1868,"franklin, williamson county, tennessee",tolnay-beck,35.925206,-86.8689419,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jeremiah+ezell&andtext=&dateFilterType=yearRange&page=1&sort=date
93,james a cash,white,male,1868-10-12,1868,"hanging fork, lincoln county, kentucky",tolnay-beck,37.53743405944921,-84.72969970674724,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+a+cash&andtext=&dateFilterType=yearRange&page=1&sort=date
94,john gibson,white,male,1868-08-26,1868,"cornishville, mercer county, kentucky",tolnay-beck,37.8003499,-84.9935693,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+gibson&andtext=&dateFilterType=yearRange&page=1&sort=date
95,john m bell,black,male,1868-12-26,1868,"bartlette, shelby county, tennessee",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+m+bell&andtext=&dateFilterType=yearRange&page=1&sort=date
96,alex mason,black,male,1868-12-19,1868,"pulaski, giles county, tennessee",tolnay-beck,35.1998023,-87.0308412,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=alex+mason&andtext=&dateFilterType=yearRange&page=1&sort=date
97,dr james,white,male,1868-12-18,1868,"oakville, lawrence county, alabama",tolnay-beck,34.4453737,-87.1622373,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=dr+james&andtext=&dateFilterType=yearRange&page=1&sort=date
98,thomas hooper,white,male,1868-12-05,1868,"conway county, arkansas",tolnay-beck,35.2521996,-92.6888936,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=thomas+hooper&andtext=&dateFilterType=yearRange&page=1&sort=date
99,joe jackson,white,male,1868-12-05,1868,"conway county, arkansas",tolnay-beck,35.2521996,-92.6888936,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=joe+jackson&andtext=&dateFilterType=yearRange&page=1&sort=date
100,wash lewis,black,male,1868-12-04,1868,"lewisburg, conway county, arkansas",tolnay-beck,35.1420286,-92.7351647,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=wash+lewis&andtext=&dateFilterType=yearRange&page=1&sort=date
101,raleigh dotson,white,male,1868-12-02,1868,"winchester, franklin county, tennessee",tolnay-beck,35.1859901,-86.1118359,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=raleigh+dotson&andtext=&dateFilterType=yearRange&page=1&sort=date
102,james johnson,white,male,1868-12-01,1868,"haywood county, tennessee",tolnay-beck,35.5675653,-89.287824,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+johnson&andtext=&dateFilterType=yearRange&page=1&sort=date
103,jack barnes,white,male,1868-11-28,1868,"pulaski, giles county, tennessee",tolnay-beck,35.1998023,-87.0308412,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jack+barnes&andtext=&dateFilterType=yearRange&page=1&sort=date
104,james miller,white,male,1868-11-25,1868,"dog town, falls county, texas",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+miller&andtext=&dateFilterType=yearRange&page=1&sort=date
105,crockett reynolds,white,male,1868-11-22,1868,"middleburg, hardeman county, tennessee",tolnay-beck,35.1978627,-89.0875641,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=crockett+reynolds&andtext=&dateFilterType=yearRange&page=1&sort=date
106,pierce bolding,black,male,1868-11-03,1868,"swainsboro, emanuel county, georgia",tolnay-beck,32.5973857,-82.3337376,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=pierce+bolding&andtext=&dateFilterType=yearRange&page=1&sort=date
107,henry leatherwood,black,male,1868-11-01,1868,"greene county, alabama",tolnay-beck,32.8620514,-87.9915392,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=henry+leatherwood&andtext=&dateFilterType=yearRange&page=1&sort=date
108,dow bryant,white,male,1868-11-01,1868,"fulton county, arkansas",tolnay-beck,36.3783981,-91.8110982,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=dow+bryant&andtext=&dateFilterType=yearRange&page=1&sort=date
109,gustavus horton,white,male,1868-10-31,1868,"huntsville, madison county, alabama",tolnay-beck,34.729847,-86.5859011,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=gustavus+horton&andtext=&dateFilterType=yearRange&page=1&sort=date
110,george roper,black,male,1868-10-31,1868,"huntsville, madison county, alabama",tolnay-beck,34.729847,-86.5859011,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=george+roper&andtext=&dateFilterType=yearRange&page=1&sort=date
111,alexander reid,black,male,1868-10-31,1868,"huntsville, madison county, alabama",tolnay-beck,34.729847,-86.5859011,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=alexander+reid&andtext=&dateFilterType=yearRange&page=1&sort=date
112,john ryan,white,male,1868-10-29,1868,"nicholasville, jessamine county, kentucky",tolnay-beck,37.8806341,-84.5729961,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+ryan&andtext=&dateFilterType=yearRange&page=1&sort=date
113,john kemp,black,male,1868-10-29,1868,"st. helena parish, louisiana",tolnay-beck,38.5052288,-122.470042,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+kemp&andtext=&dateFilterType=yearRange&page=1&sort=date
114,jerry laws,white,male,1868-10-29,1868,"nicholasville, jessamine county, kentucky",tolnay-beck,37.8806341,-84.5729961,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jerry+laws&andtext=&dateFilterType=yearRange&page=1&sort=date
115,porter andrews,white,male,1868-10-24,1868,"little river county, arkansas",tolnay-beck,33.6968793,-94.2065398,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=porter+andrews&andtext=&dateFilterType=yearRange&page=1&sort=date
116,wm j dollar,white,male,1868-10-17,1868,"drew county, arkansas",tolnay-beck,33.5716907,-91.7160969,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=wm+j+dollar&andtext=&dateFilterType=yearRange&page=1&sort=date
117,valentine chase,white,male,1868-10-17,1868,"franklin, st. mary parish, louisiana",tolnay-beck,29.7962145,-91.5055523,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=valentine+chase&andtext=&dateFilterType=yearRange&page=1&sort=date
118,henry h pope,white,male,1868-10-17,1868,"franklin, st. mary parish, louisiana",tolnay-beck,29.7962145,-91.5055523,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=henry+h+pope&andtext=&dateFilterType=yearRange&page=1&sort=date
119,bf randolph,black,male,1868-10-16,1868,"cokesbury, abbeville county, south carolina",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=bf+randolph&andtext=&dateFilterType=yearRange&page=1&sort=date
120,john masterson,white,male,1868-10-12,1868,"lincoln county, kentucky",tolnay-beck,37.4657952,-84.6573677,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+masterson&andtext=&dateFilterType=yearRange&page=1&sort=date
121,james curtis,white,male,1868-10-11,1868,"johnsonville, humphreys county, tennessee",tolnay-beck,36.0211715,-87.9669765,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+curtis&andtext=&dateFilterType=yearRange&page=1&sort=date
122,spencer griffin,black,male,1868-08-21,1868,"gallatin, sumner county, tennessee",tolnay-beck,36.3883031,-86.4475898,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=spencer+griffin&andtext=&dateFilterType=yearRange&page=1&sort=date
123,john miller,white,male,1868-08-14,1868,"fort richardson, hopkins county, texas",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+miller&andtext=&dateFilterType=yearRange&page=1&sort=date
124,adron r watters,white,male,1868-06-26,1868,"hunt county, texas",tolnay-beck,33.1161567,-96.0808922,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=adron+r+watters&andtext=&dateFilterType=yearRange&page=1&sort=date
125,seaborn jones,white,male,1868-05-29,1868,"columbia, maury county, tennessee",tolnay-beck,35.6148165,-87.0338464,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=seaborn+jones&andtext=&dateFilterType=yearRange&page=1&sort=date
126,samuel davis jr,white,male,1868-05-23,1868,"harrodsburg, mercer county, kentucky",tolnay-beck,37.762298,-84.8432852,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=samuel+davis+jr&andtext=&dateFilterType=yearRange&page=1&sort=date
127,james f lee,white,male,1868-05-23,1868,"douglass, nacogdoches county, texas",tolnay-beck,31.6679551,-94.8807695,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+f+lee&andtext=&dateFilterType=yearRange&page=1&sort=date
128,george miller,white,male,1868-05-23,1868,"douglass, nacogdoches county, texas",tolnay-beck,31.6679551,-94.8807695,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=george+miller&andtext=&dateFilterType=yearRange&page=1&sort=date
129,c bowles,white,male,1868-05-23,1868,"douglass, nacogdoches county, texas",tolnay-beck,31.6679551,-94.8807695,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=c+bowles&andtext=&dateFilterType=yearRange&page=1&sort=date
130,jh dial,white,male,1868-05-08,1868,"gatesville, coryell county, texas",tolnay-beck,31.4351645,-97.743911,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1868&date2=1869&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jh+dial&andtext=&dateFilterType=yearRange&page=1&sort=date
