clippings,url,victim,case_match
"the senate 11 to 11 ? a tio.on monday night , says the galtlpolisbulletin , officer langley arrested madisonarnett , colored , charged itffore esquirecunningham , of kanawha county , with thecommission of a felony . lie has been taken back to charlestou for trial .. - ? - - george nelson a boy of 18 , adopted sonof ? mr. nelson , of wellsburg , came tobig death tuesday.at lagrange , just acrosstbe river by the explosion of an old muskot barrel made into a miniature cannon. ? intdljgenetr. ? ? a verdict of one cent damages wasawarded in the common pless court atlouisville , in tbe libel suit of georgeonmacbt against thccourier-journal company.rfranco is fast caving in on all sides . ? gambetta appears inclined to give up tbeoontest . the immediate bombardment of |paris is reported as agreed upon by theprussians . tbo french army of tho loirehas met",https://chroniclingamerica.loc.gov/lccn/sn84026817/1871-01-05/ed-1/seq-7/ocr/,george nelson,no
"is siranlr a renrpsenmtire r ii.eaverage yield of the entire turnip patchmeiirnis , octolier 7. the `` appeal 's '' friar 's point 8 ( .ecial this afternoon , says : gen. chalmers continued the pursuit of thenegroes , under gen. pease , colored , ontuesday evening to schufonl-ville . frank scott , white , wag ambushed and fatallvwounded by the negroes , on 1 uesday . asniiad nf white eitnlrv i , ,uia ? - ! .. -subsequently charged the negroes who werein ambush , killing three and wounding oreof the negroes , who is doubtless dead ; andcaptured xelse leavitt , ben jones and alexander mms , who are now in jail . billiienry anu joruan inorpe were also captured near tunica countv line ami r ... i .jail here . ciialmers ' command oi 250cavalry has not yet returned . forty orfifty ot his command remained laet nightat clarksdale",https://chroniclingamerica.loc.gov/lccn/sn84027691/1875-10-14/ed-1/seq-2/ocr/,frank scott,yes
"appropriated a quarlor or nmillion to pay this1 , und for live years thoclaim slumbered , as thu civil war wasrocing.in 11 ( 30 tho indian delegitlon againfcamcto washington . john r. cochrane , who had acted us their attorney , transferred his claim of $ 75,000 for fees tocolonel thomas scott . judge jere.black had been engaged also by the indians , but ho retired alter n while rrom thotnsc , transfoiring . it is claimed , his position to ward 11. lamon . scores or arguments wcro delivered beforo the courtof claims , hut little progress was mado.a verdict at last.the literature of tho case , which already comprised nuiny bound volumesand nearly a hundrod pamphlets , was inbrcased by over five hundred pages ofjriefs . it is estimated that the cntirolost of tho printed record in the famous ? nse lias exceeded $ 20,000 . at length a.lecision was",https://chroniclingamerica.loc.gov/lccn/sn82000205/1888-07-18/ed-1/seq-1/ocr/,thomas scott,no
"otsome thirty or forty , determined ta avengetheir commie s injury . with this determination . george j .o k son took the lead otthe gaug and started to find the offendingparty . it a r pears that there was a hatredexisting on the the part ol george jacksontowards oue horace washington , ( negro . ) who , it seems liatl recently supplantedgeorge , in the affections of a certain woman , hester jackson . george saw that thiswould be a gooj opportunity to make thegang work bis private vengeance onhorace , under the plea ot avenging the blowwith the brici . n he led the crowd tohorace 's house snd demanded admittance , which was refused . an altercation thenensued the altat king party surrounded thehouse , and ariempted to lorce an entrance , when wa-hington tiled two shots at them , w ithout effect . one of the crowdEND CLIPPING | START CLIPPINGafter the firing.trie police otiicers of the city apf-earcd onthe scene ! they arrested only eight of themurders , suffering the remainder to go fier ! hut on the next night three othets werearrested . the whole party could have beensecured up to eleven o'clock on fctdsy , w hen horace washington died . as sootj athey learned this . el . veil of the uiurdcrvrsquit the train , on w hich they wete at work , and left lor parts unknown . alter comhiitimir a most outrageous murder , they wer l-nuit'ed to walk ofl . thequesrio . i arise ; why did the police sutlerthe majority ol them to escaped why didnot the may or give order , r their arrestn friday morning ? why u no effortbeing made to secure the others ? surelyhe sleuth-hounds atlh'ilied to the severalservice would tie better engaged in bunting o.it these in ilefactorsEND CLIPPING | START CLIPPINGilii g citiz.-lis from their ' homes.why doc not marshal fierce , or bis '-sub . `` marshal hatch , look into this matter , theanswer to all ihese que-tionn forces itseliiihiii the candid mind l , ecaue thise ftluusare negroes and uadical voters.on friday about 11 a m. , horace washington died.ir ; itli-iil iviiiiile i : ducallon.shall womkn hive a chance to learn atka.de ? lkttlk fko.m tilkodokk tii.toxto the st. i.ot'ls labor conoktss.office of the golden age . ) new-york , aug 5 , 1671 $ mtmhtrs of the convention : if i could be in st. louis at your meeting . i would beg a bearing in person inbehalf of an idea specially important to theworking classes ; namely , a rearrangementof your crafts , and particularly ol the jinermechanical pursuits , so as to give to wineuan eijual elm nee with men to earn a livelihood by",https://chroniclingamerica.loc.gov/lccn/sn83016926/1871-08-24/ed-1/seq-3/ocr/,horace washington,yes
"teamby the score of is to 7.latest fair haven m.wsmews o ' tsteunsr puox bovusiiti ; s run it i run.another very kiijoyablo sociable l.nstnight-other social events tha funeralor george k. i.ovolnnd friends ' tributeto the deceased young ainu.the local committee , conslting of anilludington , w. f. hubbard and george bradley , which have been holding aerles of sociables in the east haventown hall , conducted another very successful entertainment on wednesdayevening . about a hundred people participated , those from fair haven andnew haven going over in two specialcars . about midnight there was an intermission for an hour and supper wasserved by the ladies of christ episcopalchurch . it was an excellent spread andwas well served . among those presentwere mr. and mrs. frank mallory , mr.and mr. ami ludington , mr. and mrs.w . f. ' hubbard , mr. and mrs. johnhotchkiss , will bunnell and miss worrell",https://chroniclingamerica.loc.gov/lccn/sn84020358/1897-02-19/ed-1/seq-8/ocr/,george bradley,no
". george tucker , yesterday.culled on the president.washington , july is . maj.-oeumiles called on the president for about15 minutes yesterday afternoon . thevisit , it was stated , was occasioned bygen . miles ' position as acting secretary of war.shot to death in jail.gainesville , ga. , july 13. si smith , the hnbershum farmer , who killedwilliam bell , the coinmer : lal travelerfrom atlanta , several month ago , wasshot to death in jail here at midnight.to tour central india.simla , july 18. lord curzon , viceroy of india , will start on a tour ofcentral india on october 20. ladycurzon will accompany him.cnmc oat of dry dock.washington , july 18. the cruiserchicago cumc out of dry dock at capotown yestciday , ready to cross thesouth atlantic to rio .. iliii-4ti a tli-r demi.n & tlck , mhh .. july 10. horatio alger , the v.ntt r of 1",https://chroniclingamerica.loc.gov/lccn/sn87060004/1899-07-20/ed-1/seq-1/ocr/,si smith,yes
"an increase of 2000 in three years.hotel burned.calais , june 15.the american house |at st. andrews wasburned last night . loss , $ 40000 ; insuredfor $ 1700.the cardin murder.the murderer taken from the jail andlynched by a mob.selman , ala. , june 15.a special from wctumpka says that thenegro jordan corbin , who murdered benj.cardin ami seriously wounded his wife andson . for the purpose of outraging carden 's : daughter , near rockford , coosa county , oni monday night , was captured by the citizensj and put in jail wednesday . that night he { was taken from the jail by a crowd of 500| persons and hanged.j after the murder . corbin remained for an| hour about the house , which was barricaded| l > y the wounded wife with the bed on whichj lay her dead husband , w ho bad been shotwhile asleep by a gun",https://chroniclingamerica.loc.gov/lccn/sn82014248/1883-06-16/ed-1/seq-2/ocr/,jordan corbin,yes
"tamour runlon , johnr wilson . james brown , roy wilson , lester wilson , william pugh , hawthorne patton , thomas wilson , geet white , william pearson , johnwhite , william shears , harry tannum , james deanjsey , l o. dempsey , edward hershberger , thomasyobi , charles wilson , wlllltm herzel and william bushy.mileageof telephone wires used byrailroads is increasingrapidly.washington , april 25. ? inasmuch as the telephone has superseded the telegraph in some parts ofwebt virginia for use in train dispatching , it will prove interesting toknowto what an extent ( he telephoneis superseding the telegraph for thispurpose in the country generally.the interstate commerce commission has just issued abulletin in which it is shownthat the mileage of telephonewireb used for the transmission oftrain orders increased between january 1 , 1911 by 15,372 miles , thetotal mileage for this purpose onthe last named date being 41,717while the telegraph",https://chroniclingamerica.loc.gov/lccn/sn84037844/1911-04-27/ed-1/seq-1/ocr/,charles wilson,no
"the tale . ofcourse , most people havo heard of thefelicities which befel the misses catonin england , but few know what slenderportions they carry to their fniuro lords . ( jood looks ( by no means superlative , however ) they had , and they unquestionably were granddaughters of charles carroll , of carrollton . of accomplishments or culture of any high order theycould not boast , and as to their estate , veal or personal when the husband ofono of them bestirred himself , ratherlate in the day , to institute some cautious inquiries , that sardonic old gentleman , their grandfather , could not remember any , present or prospective.neither had they powerful connections , well placed about the court , or indeedany facilities beyond a few letters of introduction supplied by an english acquaintance residing in the states . amodest outfit this , and yet these sagevirgins so",https://chroniclingamerica.loc.gov/lccn/sn84022835/1879-05-01/ed-1/seq-2/ocr/,charles carroll,no
"twelve pound shot-puttingcontest at the games of the neow jerseyathletic club at bergen point on july 4.difd. , in providence , 27th inst. , sarah a , c. , widowof samuel 8. bowen , in the < 3 vear of her e , in east providence , 26th inst. , george martin , inthe bllst vear of his age , in this eity , 27th inst. , joseph c. miller , in theg6th year of his age.in glocester , 25t ) inst. , of pneumonia , mrsdorcas palne , in her 9sth year , in providence , 24h inst. , james williamsaged i years , 5 months and 7 days.carpenter'sour column of bargains for june.we propose to make june the bannmonth of the season , and shall ofmer bagaing in all of our twelve departmentthese barcains are for sale nutil all aredisposed of . do n't wait too long , however ,",https://chroniclingamerica.loc.gov/lccn/sn92064070/1889-06-29/ed-1/seq-2/ocr/,george martin,no
